ID	Name	Event	Hide	HardCore	fParam	sParam	Desc	Icon	SteamID	Dlc	Point
1098	九劫天仙	GroundGod		0	9		派中有一名仙人滞留世间，度过九次天仙劫	res/Sprs/Achievement/icon_225	NEW_ACHIEVEMENT_7_22		10
1099	历劫灵宝	FabaoGod		0	1		获得一件经历1次天仙劫洗练的法宝	res/Sprs/Achievement/icon_226	NEW_ACHIEVEMENT_12_12		10
1100	久经劫炼	FabaoGod		0	5		获得一件经历5次天仙劫洗练的法宝	res/Sprs/Achievement/icon_227	NEW_ACHIEVEMENT_12_13		10
1101	镇派神器	FabaoGod		0	10		获得一件经历10次天仙劫洗练的法宝	res/Sprs/Achievement/icon_228	NEW_ACHIEVEMENT_12_14		10
1102	传世之器	FabaoGod		0	20		获得一件经历20次天仙劫洗练的法宝	res/Sprs/Achievement/icon_229	NEW_ACHIEVEMENT_7_23		10
											
2000	精雕细琢			0			练出100品质的法宝	res/Sprs/Achievement/icon_025	NEW_ACHIEVEMENT_7_24		10
2001	神器宗匠			0			练出12阶的法宝	res/Sprs/Achievement/icon_026	NEW_ACHIEVEMENT_7_25		10
2002	神笔			0			画出品质95以上的符咒	res/Sprs/Achievement/icon_027	NEW_ACHIEVEMENT_7_26		10
2003	财大气粗			0			熔炼12阶的法宝	res/Sprs/Achievement/icon_028	NEW_ACHIEVEMENT_7_27		10
2004	向天问道			0			渡劫成功	res/Sprs/Achievement/icon_039	NEW_ACHIEVEMENT_7_28		10
2005	天威浩荡			0			渡劫失败死亡	res/Sprs/Achievement/icon_040	NEW_ACHIEVEMENT_7_29		10
2006	道基尽毁			0			渡劫失败幸存	res/Sprs/Achievement/icon_041	NEW_ACHIEVEMENT_7_30		10
2007	勇猛精进			0			第一次突破瓶颈成功	res/Sprs/Achievement/icon_042	NEW_ACHIEVEMENT_7_31		10
2008	建立门派			0			建立一个门派	res/Sprs/Achievement/icon_043	NEW_ACHIEVEMENT_8_0		10
2009	根基壮大			0			门派扩张为派	res/Sprs/Achievement/icon_044	NEW_ACHIEVEMENT_12_15		10
2010	大派崛起			0			门派扩张为洞天	res/Sprs/Achievement/icon_045	NEW_ACHIEVEMENT_8_1		10
2011	一日为师			0			第一次拜师	res/Sprs/Achievement/icon_063	NEW_ACHIEVEMENT_8_2		10
2012	青出于蓝			0			第一次传授	res/Sprs/Achievement/icon_064	NEW_ACHIEVEMENT_12_16		10
2013	爱			0			第一次恋爱	res/Sprs/Achievement/icon_106	NEW_ACHIEVEMENT_8_3		10
2014	第一步			0			第一次表白	res/Sprs/Achievement/icon_107	NEW_ACHIEVEMENT_12_17		10
2015	心跳回忆			0			第一次表白成功	res/Sprs/Achievement/icon_108	NEW_ACHIEVEMENT_8_4		10
2016	你是好人			0			第一次表白失败	res/Sprs/Achievement/icon_109	NEW_ACHIEVEMENT_8_5		10
2017	心魔始动			0			第一次入魔	res/Sprs/Achievement/icon_110	NEW_ACHIEVEMENT_8_6		10
2018	拜拜了您勒			0			第一次驱逐弟子	res/Sprs/Achievement/icon_111	NEW_ACHIEVEMENT_8_7		10
2019	单抽出奇迹			0			第一次挖出古旧石匣	res/Sprs/Achievement/icon_112	NEW_ACHIEVEMENT_8_8		10
2020	警署有规定			0			第一次吃屎	res/Sprs/Achievement/icon_113	NEW_ACHIEVEMENT_8_9		10
2021	真香			0			第一次吃土	res/Sprs/Achievement/icon_114	NEW_ACHIEVEMENT_8_10		10
2022	我不做人啦			0			夺舍了一只动物	res/Sprs/Achievement/icon_218	NEW_ACHIEVEMENT_8_11		10
2023	别修仙了！		1				客户端开启超过4小时，且当前时间在0点-5点之间。	res/Sprs/Achievement/icon_230	NEW_ACHIEVEMENT_8_12		10
2024	龙陨			0			击杀蛟龙	res/Sprs/Achievement/icon_231	NEW_ACHIEVEMENT_12_24		10
2025	凤眠			0			击杀凶凤	res/Sprs/Achievement/icon_238	NEW_ACHIEVEMENT_12_25		10
2026	阴阳之道			0			击杀烛龙	res/Sprs/Achievement/icon_245	NEW_ACHIEVEMENT_12_26		10
2027	急不可耐			0			在60秒内使蛟龙进入真龙形态	res/Sprs/Achievement/icon_232	NEW_ACHIEVEMENT_12_27		10
2028	头上有犄角			0			破坏龙角后击杀蛟龙	res/Sprs/Achievement/icon_233	NEW_ACHIEVEMENT_12_28		10
2029	身后有尾巴			0			破坏龙尾后击杀蛟龙	res/Sprs/Achievement/icon_234	NEW_ACHIEVEMENT_12_29		10
2030	无能狂怒			0			破坏逆鳞后击杀蛟龙	res/Sprs/Achievement/icon_235	NEW_ACHIEVEMENT_12_30		10
2031	有气难出			0			蛟龙未曾发动龙怒就被击杀	res/Sprs/Achievement/icon_236	NEW_ACHIEVEMENT_12_31		10
2032	我需要水			0			蛟龙未曾发动泽国就被击杀	res/Sprs/Achievement/icon_237	NEW_ACHIEVEMENT_13_0		10
2033	天火天火			0			以5个人分摊下凤凰的熔断，并且无人受伤	res/Sprs/Achievement/icon_239	NEW_ACHIEVEMENT_13_1		10
2034	再看我我就把你			0			承受灼之瞳孔20秒且不受伤	res/Sprs/Achievement/icon_240	NEW_ACHIEVEMENT_13_2		10
2035	欢迎来到重庆			0			凶凤完整的释放太阳之晶后击杀凶凤	res/Sprs/Achievement/icon_241	NEW_ACHIEVEMENT_13_3		10
2036	别打脸			0			破坏凶凤头羽后击杀凶凤	res/Sprs/Achievement/icon_242	NEW_ACHIEVEMENT_13_4		10
2037	宁为鸡头			0			破坏凶凤尾羽后击杀凶凤	res/Sprs/Achievement/icon_243	NEW_ACHIEVEMENT_13_5		10
2038	超级聚灵器			0			维持凤凰蛋在不孵化也不死亡的状态36天以上	res/Sprs/Achievement/icon_244	NEW_ACHIEVEMENT_13_6		10
2039	一网打尽			0			击败烛龙时，有9个以上的蛋被镇压	res/Sprs/Achievement/icon_246	NEW_ACHIEVEMENT_13_7		10
2040	天道有损			0			破坏烛龙的天鳞后击败烛龙	res/Sprs/Achievement/icon_247	NEW_ACHIEVEMENT_13_8		10
2041	混沌之力			0			破坏烛龙的龙玉后击败烛龙	res/Sprs/Achievement/icon_248	NEW_ACHIEVEMENT_13_9		10
2042	阴阳何以			0			同一个角色具备心灵遮罩和业火缠身后击败烛龙	res/Sprs/Achievement/icon_249	NEW_ACHIEVEMENT_13_10		10
2043	完全镇压			0			没有一个卵孵化的情况下击败烛龙	res/Sprs/Achievement/icon_250	NEW_ACHIEVEMENT_13_11		10
2044	龙息，快躲！			0			无人被龙息命中的情况下击败烛龙	res/Sprs/Achievement/icon_251	NEW_ACHIEVEMENT_13_12		10
2045	天地灵根			0			第一次种植灵根	res/Sprs/Achievement/icon_252	NEW_ACHIEVEMENT_13_13		10
2046	灵根收获			0			收获一次五行灵根	res/Sprs/Achievement/icon_253	NEW_ACHIEVEMENT_13_14		10
2047	灵煞之极			0			五行灵根灵煞值达成一次极限	res/Sprs/Achievement/icon_254	NEW_ACHIEVEMENT_13_15		10
2048	本源真法			0			第一次领悟本源真法	res/Sprs/Achievement/icon_255	NEW_ACHIEVEMENT_13_16		10
2049	逆源真法			0			第一次领悟逆源真法	res/Sprs/Achievement/icon_256	NEW_ACHIEVEMENT_13_17		10
2050	您老安息			0			击杀一次古代大能	res/Sprs/Achievement/icon_257	NEW_ACHIEVEMENT_13_18		10
2051	跟我混			0			第一次驯养动物	res/Sprs/Achievement/icon_258	NEW_ACHIEVEMENT_13_19		10
2052	永不为奴！			0			动物第一次变成妖兽	res/Sprs/Achievement/icon_259	NEW_ACHIEVEMENT_13_20		10
											10
10000	虫谷秘闻			0			完成特殊历练：虫谷秘闻	res/Sprs/Achievement/icon_029	NEW_ACHIEVEMENT_12_18		10
10001	毒龙秘宝			0			完成特殊历练：毒龙秘宝	res/Sprs/Achievement/icon_030	NEW_ACHIEVEMENT_12_19		10
10002	医仙内府			0			完成特殊历练：医仙内府	res/Sprs/Achievement/icon_031	NEW_ACHIEVEMENT_12_20		10
10003	火穴探宝			0			完成特殊历练：火穴探宝	res/Sprs/Achievement/icon_032	NEW_ACHIEVEMENT_12_21		10
10004	天池宝藏			0			完成特殊历练：天池宝藏	res/Sprs/Achievement/icon_033	NEW_ACHIEVEMENT_12_22		10
10005	天魔封印			0			完成特殊历练：天魔封印	res/Sprs/Achievement/icon_034	NEW_ACHIEVEMENT_12_23		10
10006	乾坤之外			0			了解世界的最终真相	res/Sprs/Achievement/icon_423	NEW_ACHIEVEMENT_18_15		10
											10
3000	教育为先			0			第一次建造藏经阁	res/Sprs/Achievement/icon_260	NEW_ACHIEVEMENT_13_21		10
3001	知识在于分享			0			第一次在藏经阁中录入	res/Sprs/Achievement/icon_261	NEW_ACHIEVEMENT_13_22		10
3002	好好学习			0			第一次通过藏经阁学习	res/Sprs/Achievement/icon_262	NEW_ACHIEVEMENT_13_23		10
3003	书盈四壁	CangJingGeMemory		0	500		藏经阁藏书道行达到500点	res/Sprs/Achievement/icon_263	NEW_ACHIEVEMENT_13_24		10
3004	汗牛充栋	CangJingGeMemory		0	2000		藏经阁藏书道行达到2000点	res/Sprs/Achievement/icon_264	NEW_ACHIEVEMENT_13_25		10
3005	浩如烟海	CangJingGeMemory		0	5000		藏经阁藏书道行达到5000点	res/Sprs/Achievement/icon_265	NEW_ACHIEVEMENT_13_26		10
3006	琅嬛之藏	CangJingGeMemory		0	10000		藏经阁藏书道行达到10000点	res/Sprs/Achievement/icon_266	NEW_ACHIEVEMENT_13_27		10
3007	珍宝重光			0			第一次炼制秘宝	res/Sprs/Achievement/icon_267	NEW_ACHIEVEMENT_13_28		10
3008	滴血认主			0			第一次激活秘宝	res/Sprs/Achievement/icon_268	NEW_ACHIEVEMENT_13_29		10
3009	初试秘宝	MiBao_Count		0	1		累积激活1个不同的秘宝	res/Sprs/Achievement/icon_269	NEW_ACHIEVEMENT_13_30		10
3010	秘宝熟手	MiBao_Count		0	5		累积激活5个不同的秘宝	res/Sprs/Achievement/icon_270	NEW_ACHIEVEMENT_13_31		10
3011	秘宝高手	MiBao_Count		0	10		累积激活10个不同的秘宝	res/Sprs/Achievement/icon_271	NEW_ACHIEVEMENT_14_0		10
3012	神匠	MiBao_Count		0	20		累积激活20个不同的秘宝	res/Sprs/Achievement/icon_272	NEW_ACHIEVEMENT_14_1		10
3013	你醒啦？			0			主动点化一个精怪	res/Sprs/Achievement/icon_273	NEW_ACHIEVEMENT_14_2		10
3014	安静了！			0			以凝珀诀抹杀一个精怪	res/Sprs/Achievement/icon_274	NEW_ACHIEVEMENT_14_3		10
3015	聆听玄妙			0			受角色感召而自然产生精怪	res/Sprs/Achievement/icon_275	NEW_ACHIEVEMENT_14_4		10
3016	自感成灵			0			见证自然环境下诞生精怪	res/Sprs/Achievement/icon_276	NEW_ACHIEVEMENT_14_5		10
3017	你是什么东西？			0			第一次遇到野生精怪	res/Sprs/Achievement/icon_277	NEW_ACHIEVEMENT_14_6		10
3018	修行界：变人	JGZaoHuaSuTi		0		0	为一个精怪塑体	res/Sprs/Achievement/icon_278	NEW_ACHIEVEMENT_14_7		10
3019	营养均衡	JGZaoHuaSuTi		0		1	为一个五行均衡的精怪塑体	res/Sprs/Achievement/icon_279	NEW_ACHIEVEMENT_14_8		10
3020	因材施教	JGZaoHuaSuTi		0		2	为一个五行纯粹（某一项100%）的精怪塑体，并为其选择匹配的仙道功法，使其进入内门	res/Sprs/Achievement/icon_280	NEW_ACHIEVEMENT_14_9		10
3021	人多饭管够			0			艰难逃离全部激活情况下无人死亡渡过两年	res/Sprs/Achievement/icon_281	NEW_ACHIEVEMENT_14_10		10
3022	风雨无阻			0			恶劣环境全部激活情况下无人死亡渡过一年	res/Sprs/Achievement/icon_282	NEW_ACHIEVEMENT_14_11		10
3023	大威天龙			0			初始有4个妖兽情况下第一年内击杀地图上所有妖兽	res/Sprs/Achievement/icon_283	NEW_ACHIEVEMENT_14_12		10
3024	精密建筑			0			艰难建设全部激活情况下一年内建造小乾坤界	res/Sprs/Achievement/icon_284	NEW_ACHIEVEMENT_14_13		10
3025	自行摸索			0			失传全部激活情况下第一年内门派规模达到洞天	res/Sprs/Achievement/icon_285	NEW_ACHIEVEMENT_14_14		10
3026	精打细算			0			物资短缺全部激活情况下第一年内建造小乾坤界	res/Sprs/Achievement/icon_286	NEW_ACHIEVEMENT_14_15		10
3027	精挑细选			0			道衰之世全部激活情况下将一名基础属性均超过5的角色收入门派	res/Sprs/Achievement/icon_287	NEW_ACHIEVEMENT_14_16		10
3028	讨价还价			0			生意难做全部激活情况下第一年内通过行商购买一件10阶以上的物品	res/Sprs/Achievement/icon_288	NEW_ACHIEVEMENT_14_17		10
3029	顺势而为			0			天道紊乱全部激活条件下第一年让一名角色达到元神期或对应境界	res/Sprs/Achievement/icon_289	NEW_ACHIEVEMENT_14_18		10
3030	你看汪汪多能干			0			羸弱灵宠全部激活条件下第一年内让灵宠单独击杀一个金丹期或以上妖兽	res/Sprs/Achievement/icon_290	NEW_ACHIEVEMENT_14_19		10
3031	关系户			0			冰冷人间全部激活条件下与所有门派掌门好感度达到100	res/Sprs/Achievement/icon_291	NEW_ACHIEVEMENT_14_20		10
3032	降妖除魔			0			在群妖80天来袭的情况下将其击杀	res/Sprs/Achievement/icon_292	NEW_ACHIEVEMENT_14_21		10
3033	修真杀手杀手			0			在修真杀手150天来袭的情况下将其击杀	res/Sprs/Achievement/icon_293	NEW_ACHIEVEMENT_14_22		10
3034	避而不见			0			在神秘洞穴30天出现后200天内不让蛟龙出现，随后将其击杀	res/Sprs/Achievement/icon_294	NEW_ACHIEVEMENT_14_23		10
3035	农夫与龙的故事			0			在上古严威全部激活的情况下神秘洞穴出现后200天内不让龙出现，随后将其击杀	res/Sprs/Achievement/icon_295	NEW_ACHIEVEMENT_14_24		10
3036	高级等于威严			0			凡间琐事全部激活条件下三年之内将所有地区和城市的主殿升到3级	res/Sprs/Achievement/icon_296	NEW_ACHIEVEMENT_14_25		10
3037	仙人不相信眼泪			0			仙家无情全部激活条件下第一年内从一个门派购买一件12阶的物品	res/Sprs/Achievement/icon_297	NEW_ACHIEVEMENT_14_26		10
3038	斩灭群仙			0			在最高门派实力情况下让所有门派臣服	res/Sprs/Achievement/icon_298	NEW_ACHIEVEMENT_14_27		10
3039	斩灭真阴			0			击杀最高实力下的蛟龙	res/Sprs/Achievement/icon_299	NEW_ACHIEVEMENT_14_28		10
3040	斩灭真阳			0			击杀最高实力下的凶凤	res/Sprs/Achievement/icon_300	NEW_ACHIEVEMENT_14_29		10
3041	斩灭天道			0			击杀最高实力下的烛龙	res/Sprs/Achievement/icon_301	NEW_ACHIEVEMENT_14_30		10
3042	终焉之战			0			在日渐艰难激活的情况下，击败第1000天前来的敌人	res/Sprs/Achievement/icon_302	NEW_ACHIEVEMENT_14_31		10
3043	飞升·初入真仙			0			在一劫或以上真仙难度下让一名子弟飞升	res/Sprs/Achievement/icon_303	NEW_ACHIEVEMENT_15_0		10
3046	飞升·娴熟真仙			0			在四劫或以上真仙难度下让一名子弟飞升	res/Sprs/Achievement/icon_306	NEW_ACHIEVEMENT_15_3		10
3049	飞升·绝顶真仙			0			在七劫或以上真仙难度下让一名子弟飞升	res/Sprs/Achievement/icon_309	NEW_ACHIEVEMENT_15_6		10
3052	征伐·初入真仙			0			在一劫或以上真仙难度下征伐所有门派	res/Sprs/Achievement/icon_312	NEW_ACHIEVEMENT_15_9		10
3055	征伐·娴熟真仙			0			在四劫或以上真仙难度下征伐所有门派	res/Sprs/Achievement/icon_315	NEW_ACHIEVEMENT_15_12		10
3058	征伐·绝顶真仙			0			在七劫或以上真仙难度下征伐所有门派	res/Sprs/Achievement/icon_318	NEW_ACHIEVEMENT_15_15		10
3061	阵法之道			0			第一次学习阵法秘籍	res/Sprs/Achievement/icon_321	NEW_ACHIEVEMENT_15_18		10
3062	上古阵法			0			第一次习得上古阵图	res/Sprs/Achievement/icon_322	NEW_ACHIEVEMENT_15_19		10
3063	合众为一			0			第一次结成阵法	res/Sprs/Achievement/icon_323	NEW_ACHIEVEMENT_15_20		10
3064	传说再现			0			第一次结成上古阵法	res/Sprs/Achievement/icon_324	NEW_ACHIEVEMENT_15_21		10
3065	凡间代理			0			第一次入驻凡间代理点	res/Sprs/Achievement/icon_325	NEW_ACHIEVEMENT_15_22		10
3066	心系天下			0			入驻所有城市和地区	res/Sprs/Achievement/icon_326	NEW_ACHIEVEMENT_15_23		10
3067	人间奇观			0			建造一个奇观	res/Sprs/Achievement/icon_327	NEW_ACHIEVEMENT_15_24		10
3068	奇观误国			0			建造过所有奇观	res/Sprs/Achievement/icon_328	NEW_ACHIEVEMENT_15_25		10
3069	得民心者	PolicyAddBeliever		0	20000	-1	从一次政策事件中获得超过20000信徒	res/Sprs/Achievement/icon_329	NEW_ACHIEVEMENT_15_26		10
3070	众生之信			0			在一个城市或地区拥有超过40%信徒	res/Sprs/Achievement/icon_330	NEW_ACHIEVEMENT_15_27		10
3071	传道天下			0			在所有城市和地区拥有超过40%的信徒数量	res/Sprs/Achievement/icon_331	NEW_ACHIEVEMENT_15_28		10
3072	瞧一瞧看一看			0			第一次拍卖	res/Sprs/Achievement/icon_332	NEW_ACHIEVEMENT_15_29		10
3073	小孩子才做选择			0			一次拍卖买完东西	res/Sprs/Achievement/icon_333	NEW_ACHIEVEMENT_15_30		10
3074	单车变摩托			0			一次拍卖买下神秘物品	res/Sprs/Achievement/icon_334	NEW_ACHIEVEMENT_15_31		10
3075	捡漏一时爽			0			低于市场价拍下物品	res/Sprs/Achievement/icon_335	NEW_ACHIEVEMENT_16_0		10
3076	我赚了吗？	AuctionBuyScale		0	10		以10倍以上市场价拍下一件物品	res/Sprs/Achievement/icon_336	NEW_ACHIEVEMENT_16_1		10
3077	互通有无			0			第一次与行商交易	res/Sprs/Achievement/icon_337	NEW_ACHIEVEMENT_16_2		10
3078	一滴都不剩了			0			获取行商全部灵石	res/Sprs/Achievement/icon_338	NEW_ACHIEVEMENT_16_3		10
3079	竭泽而渔			0			杀死行商	res/Sprs/Achievement/icon_339	NEW_ACHIEVEMENT_16_4		10
3080	雪中送炭	SchoolLikePoint		0	1		让一个门派欠你1点人情	res/Sprs/Achievement/icon_340	NEW_ACHIEVEMENT_16_5		10
3081	金牌盟友	SchoolLikePoint		0	10		让一个门派欠你10点人情	res/Sprs/Achievement/icon_341	NEW_ACHIEVEMENT_16_6		10
3082	救！！！			0			第一次租借弟子	res/Sprs/Achievement/icon_342	NEW_ACHIEVEMENT_16_7		10
3083	人人都献出一点爱	RentSchoolMember		0	4		同时租借4个其他门派的弟子	res/Sprs/Achievement/icon_343	NEW_ACHIEVEMENT_16_8		10
3084	投其所好			0			拜山时赠送掌门的心仪之物	res/Sprs/Achievement/icon_344	NEW_ACHIEVEMENT_16_9		10
3085	世界很大			0			第一次进入野外地图	res/Sprs/Achievement/icon_345	NEW_ACHIEVEMENT_16_10		10
3086	我就看看			0			第一次进入门派地图	res/Sprs/Achievement/icon_346	NEW_ACHIEVEMENT_16_11		10
3087	都是我的	TakeInConcelme		0			第一次在野外地图拾取物品	res/Sprs/Achievement/icon_347	NEW_ACHIEVEMENT_16_12		10
3088	来都来了	SchoolTakeInConcelme		0	6		在门派地图以隐匿状态拿取宝物	res/Sprs/Achievement/icon_348	NEW_ACHIEVEMENT_16_13		10
3089	征伐：丹霞洞天	SchoolSubmiss		0		1	征伐丹霞洞天成功	res/Sprs/Achievement/icon_349	NEW_ACHIEVEMENT_16_14		10
3090	征伐：昆仑宫	SchoolSubmiss		0		2	征伐昆仑宫成功	res/Sprs/Achievement/icon_350	NEW_ACHIEVEMENT_16_15		10
3091	征伐：极天宫	SchoolSubmiss		0		3	征伐极天宫成功	res/Sprs/Achievement/icon_351	NEW_ACHIEVEMENT_16_16		10
3092	征伐：紫霄宗	SchoolSubmiss		0		4	征伐紫霄宗成功	res/Sprs/Achievement/icon_352	NEW_ACHIEVEMENT_16_17		10
3093	征伐：玄一道	SchoolSubmiss		0		5	征伐玄一道成功	res/Sprs/Achievement/icon_353	NEW_ACHIEVEMENT_16_18		10
3094	征伐：青莲剑宗	SchoolSubmiss		0		6	征伐青莲剑宗成功	res/Sprs/Achievement/icon_354	NEW_ACHIEVEMENT_16_19		10
3095	征伐：栖霞洞天	SchoolSubmiss		0		7	征伐栖霞洞天成功	res/Sprs/Achievement/icon_355	NEW_ACHIEVEMENT_16_20		10
3096	征伐：百蛮山	SchoolSubmiss		0		8	征伐百蛮山成功	res/Sprs/Achievement/icon_356	NEW_ACHIEVEMENT_16_21		10
3097	征伐：七仟坞	SchoolSubmiss		0		9	征伐七仟坞成功	res/Sprs/Achievement/icon_357	NEW_ACHIEVEMENT_16_22		10
3098	征伐：七杀魔宫	SchoolSubmiss		0		10	征伐七杀魔宫成功	res/Sprs/Achievement/icon_358	NEW_ACHIEVEMENT_16_23		10
3099	征伐：合欢派	SchoolSubmiss		0		11	征伐合欢派成功	res/Sprs/Achievement/icon_359	NEW_ACHIEVEMENT_16_24		10
3100	征伐：万妖殿	SchoolSubmiss		0		12	征伐万妖殿成功	res/Sprs/Achievement/icon_360	NEW_ACHIEVEMENT_16_25		10
3101	征伐天下			0			征伐全部门派	res/Sprs/Achievement/icon_361	NEW_ACHIEVEMENT_16_26		10
3102	人界至尊			0			征伐所有门派并在所有城市和地区拥有超过40%的信徒数量	res/Sprs/Achievement/icon_362	NEW_ACHIEVEMENT_16_27		10
3103	朋友留步			0			第一次与人社交	res/Sprs/Achievement/icon_363	NEW_ACHIEVEMENT_16_28		10
3104	都不容易			0			第一次了解到一个人的执念	res/Sprs/Achievement/icon_364	NEW_ACHIEVEMENT_16_29		10
3105	玩心么			0			第一次破开心防	res/Sprs/Achievement/icon_365	NEW_ACHIEVEMENT_16_30		10
3106	道友这边请			0			第一次邀请他人来我门派	res/Sprs/Achievement/icon_366	NEW_ACHIEVEMENT_16_31		10
3107	真相浮现			0			破解一项隐秘	res/Sprs/Achievement/icon_367	NEW_ACHIEVEMENT_17_0		10
3108	灵宠：神犬	OwnLingChong		0	1	LsDog	获得神犬	res/Sprs/Achievement/icon_368	NEW_ACHIEVEMENT_17_1		10
3109	灵宠：灵狐	OwnLingChong		0	1	LsFox	获得灵狐	res/Sprs/Achievement/icon_369	NEW_ACHIEVEMENT_17_2		10
3110	灵宠：浮龙	OwnLingChong		0	1	LsDragon	获得浮龙	res/Sprs/Achievement/icon_370	NEW_ACHIEVEMENT_17_3		10
3111	灵宠：玄凤	OwnLingChong		0	1	LsPhoenix	获得玄凤	res/Sprs/Achievement/icon_371	NEW_ACHIEVEMENT_17_4		10
3112	长大啦！			0			将任意一个灵宠培养到完全体	res/Sprs/Achievement/icon_372	NEW_ACHIEVEMENT_17_5		10
3113	给我变！			0			给一个野兽开智	res/Sprs/Achievement/icon_373	NEW_ACHIEVEMENT_17_6		10
3114	化形：五智	ThinkAggYaoToHuman		0	6		让一个拥有5个以上灵智碎片的妖族度过化形天劫	res/Sprs/Achievement/icon_374	NEW_ACHIEVEMENT_17_7		10
3115	化形：七智	ThinkAggYaoToHuman		0	8		让一个拥有7个以上灵智碎片的妖族度过化形天劫	res/Sprs/Achievement/icon_375	NEW_ACHIEVEMENT_17_8		10
3116	化形：九智	ThinkAggYaoToHuman		0	10		让一个拥有9个以上灵智碎片的妖族度过化形天劫	res/Sprs/Achievement/icon_376	NEW_ACHIEVEMENT_17_9		10
3117	通晓天道	DaoHangJie		0	5		度过5次道行之劫	res/Sprs/Achievement/icon_378	NEW_ACHIEVEMENT_17_10		10
3118	寿与天齐	AgeJie		0	5		度过5次寿命之劫	res/Sprs/Achievement/icon_377	NEW_ACHIEVEMENT_17_11		10
3119	立吾香火			0			在一座城市设立信仰雕像并与一个神修关联	res/Sprs/Achievement/icon_379	NEW_ACHIEVEMENT_17_12		10
3120	封吾护法			0			设立一个护法	res/Sprs/Achievement/icon_380	NEW_ACHIEVEMENT_17_13		10
3121	从吾大道	CoreBeliever		0	1		收到一个核心信徒	res/Sprs/Achievement/icon_381	NEW_ACHIEVEMENT_17_14		10
3122	佑吾信众	WishLevel		0	4		在聆听愿望时满足一个信徒的橙色愿望	res/Sprs/Achievement/icon_382	NEW_ACHIEVEMENT_17_15		10
3123	塑吾圣器	GodFabaoRate		0	15		将一个信仰圣物升到15阶	res/Sprs/Achievement/icon_383	NEW_ACHIEVEMENT_17_16		10
3124	辟吾神国	BreakFaithJie		0	1		利用斩念劫扩张1次神国	res/Sprs/Achievement/icon_384	NEW_ACHIEVEMENT_17_17		10
3125	灵吾心境			0			神修心境达到最高境界	res/Sprs/Achievement/icon_385	NEW_ACHIEVEMENT_17_18		10
3126	发愿：九天	SelectGong		0		God_Gong_1	习得《九天应元雷声普化玉书》	res/Sprs/Achievement/icon_386	NEW_ACHIEVEMENT_17_19		10
3127	开辟：九天	BuildGodCityArea		0	0	God_Gong_1	以《九天应元雷声普化玉书》开辟神国	res/Sprs/Achievement/icon_387	NEW_ACHIEVEMENT_17_20		10
3128	圆满：九天	BuildGodCityArea		0	48	God_Gong_1	以《九天应元雷声普化玉书》开辟神国时就达到48圆满	res/Sprs/Achievement/icon_388	NEW_ACHIEVEMENT_17_21		10
3129	成就：九天	God		0		God_Gong_1	以《九天应元雷声普化玉书》飞升	res/Sprs/Achievement/icon_389	NEW_ACHIEVEMENT_17_22		10
3130	发愿：八部	SelectGong		0		God_Gong_2	习得《诸天八部成就法》	res/Sprs/Achievement/icon_390	NEW_ACHIEVEMENT_17_23		10
3131	开辟：八部	BuildGodCityArea		0	0	God_Gong_2	以《诸天八部成就法》开辟神国	res/Sprs/Achievement/icon_391	NEW_ACHIEVEMENT_17_24		10
3132	圆满：八部	BuildGodCityArea		0	48	God_Gong_2	以《诸天八部成就法》开辟神国时就达到48圆满	res/Sprs/Achievement/icon_392	NEW_ACHIEVEMENT_17_25		10
3133	成就：八部	God		0		God_Gong_2	以《诸天八部成就法》飞升	res/Sprs/Achievement/icon_393	NEW_ACHIEVEMENT_17_26		10
3134	发愿：幽冥	SelectGong		0		God_Gong_3	习得《幽冥十方太乙救苦经》	res/Sprs/Achievement/icon_394	NEW_ACHIEVEMENT_17_27		10
3135	开辟：幽冥	BuildGodCityArea		0	0	God_Gong_3	以《幽冥十方太乙救苦经》开辟神国	res/Sprs/Achievement/icon_395	NEW_ACHIEVEMENT_17_28		10
3136	圆满：幽冥	BuildGodCityArea		0	48	God_Gong_3	以《幽冥十方太乙救苦经》开辟神国时就达到48圆满	res/Sprs/Achievement/icon_396	NEW_ACHIEVEMENT_17_29		10
3137	成就：幽冥	God		0		God_Gong_3	以《幽冥十方太乙救苦经》飞升	res/Sprs/Achievement/icon_397	NEW_ACHIEVEMENT_18_13		10
3138	天地精华：太虚精华	QuenchingMaterial		0		Item_BodyPractice_TaiXu	通过吐纳获得太虚精华	res/Sprs/Achievement/icon_398	NEW_ACHIEVEMENT_17_31		10
3139	天地精华：玄天紫气	QuenchingMaterial		0		Item_BodyPractice_XuanTian	通过吐纳获得玄天紫气	res/Sprs/Achievement/icon_399	NEW_ACHIEVEMENT_18_0		10
3140	天地精华：九阳真华	QuenchingMaterial		0		Item_BodyPractice_JiuYang	通过吐纳获得九阳真华	res/Sprs/Achievement/icon_400	NEW_ACHIEVEMENT_18_1		10
3141	天地精华：玄月真精	QuenchingMaterial		0		Item_BodyPractice_XuanYue	通过吐纳获得玄月真精	res/Sprs/Achievement/icon_401	NEW_ACHIEVEMENT_18_2		10
3142	升华之体	EquptSuperPart		0			第一次激活秘体	res/Sprs/Achievement/icon_424	NEW_ACHIEVEMENT_18_3		10
3143	千锤百炼	QuenchingLevel		0	100		百炼达到100层	res/Sprs/Achievement/icon_402	NEW_ACHIEVEMENT_18_4		10
